Content,KC
"<p>Anh Trung là nhân viên bán hàng tại một cửa hàng bán đồ nội&nbsp; thất. Anh Trung kiếm được một khoản hoa hồng cho mỗi sản phẩm mà anh ấy bán ra. Với mỗi chiếc tủ bếp bán ra anh Trung sẽ nhận được 700000 đồng , với mỗi bộ ghế sô pha sẽ nhận được 1200000 đồng. Biết rằng anh Trung mong muốn một tháng nhận được từ 8 triệu đồng trở lên tiền hoa hồng với $x; y$ lần lượt là số tủ bếp và số bộ ghế anh Trung bán được, $(x,y\in \mathbb{N})$.</p><p>Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một hộ gia đình làm kinh doanh theo mô hình chăn nuôi kết hợp trồng trọt. Với công việc trồng&nbsp;rau, hộ gia đình cần thuê 5 người làm cho mỗi nhà kính rau; với công việc nuôi thủy sản hộ gia đình cần thuê 10 người làm cho mỗi ao nuôi. Gọi $x$ và $y$ lần lượt là số nhà kính trồng rau và số ao nuôi thủy sản ($x;y\in {{\mathbb{N}}^{*}}$). Biết rằng hộ gia đình chỉ có thể chi trả cho số lượng nhân công ít hơn 40 người. Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một xưởng sản xuất hai loại chai nhựa: loại A và loại B . Biết mỗi chai loại A thải ra 30 g CO₂, mỗi chai loại B thải 50 g CO₂. Quy định cho phép xưởng chỉ thải tối đa 10 kg CO₂/ngày. Gọi $x$ và $y$ lần lượt là số lượng chai loại A và chai loại B mà xưởng sản xuất được trong một ngày, $(x,y\in\mathbb{N})$. </p><p>Xét tính đúng/sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một bạn học sinh lớp 10 rất thích các khóa học online và thường xuyên lưu lại các tài liệu trên điện thoại để tiện tra cứu. Bạn đó cần lưu trữ video học tập và ảnh chụp bài tập trên điện thoại. Biết mỗi video chiếm 350MB, mỗi ảnh chiếm 5MB. Bộ nhớ còn trống của điện thoại là 5GB. Gọi $x$ và $y$ lần lượt là số lượng video học tập và ảnh chụp mà học sinh lưu trữ trên điện thoại. $(x,y\in \mathbb{N})$. Xét tính đúng/sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một nhóm học sinh đang tham gia cuộc thi khởi nghiệp học đường. Họ thiết kế hai loại sản phẩm mẫu để trưng bày: loại A và loại B. Theo kế hoạch, mỗi sản phẩm loại A tốn 120.000 đồng, còn mỗi sản phẩm loại B tốn 200.000 đồng để làm được thành phẩm. Ban đầu nhóm chỉ được cấp tối đa 3,5 triệu đồng từ quỹ hỗ trợ của trường để làm sản phẩm mẫu. Nhóm cần lên kế hoạch phù hợp với ngân sách. Gọi $x$ và $y$ lần lượt là số lượng sản phẩm loại A và số sản phẩm loại B mà học sinh làm được. $(x,y\in\mathbb{N})$. Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Minh đang tham gia một cuộc thi lập trình AI cho học sinh phổ thông. Để huấn luyện mô hình trí tuệ nhân tạo đơn giản, Minh sử dụng 2 loại dữ liệu: dữ liệu hình ảnh &nbsp;và dữ liệu văn bản. Theo hệ thống xử lý hiện tại, 1 GB hình ảnh mất khoảng 2 giờ để xử lý, còn 1GB văn bản chỉ mất 1 giờ. Do giới hạn sử dụng máy tính trường trong ngày là 24 giờ, Minh cần xác định phạm vi dữ liệu sao cho mô hình được huấn luyện trong ngày không quá giới hạn cho phép. Gọi $x$ và $y$ (đơn vị: GB) lần lượt là lượng dữ liệu hình ảnh và dữ liệu văn bản mà Minh sử dụng để huấn luyện mô hình trong 1 ngày. $(x,y\in \mathbb{N})$. Xét tính đúng/sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Trong khuôn khổ dự án “Trường học xanh”, một nhóm học sinh lớp 10 đã triển khai mô hình vườn rau thông minh trên sân thượng của trường. Nhóm trồng hai loại rau: rau cải và rau muống. Theo kế hoạch, mỗi mét vuông rau cải cần 4 lít nước mỗi ngày, còn rau muống chỉ cần 2 lít nước mỗi mét vuông. Hệ thống tưới nước tự động có thể cung cấp tối đa 160 lít nước mỗi ngày. Gọi $x$ là số mét vuông rau cải, $y$ là số mét vuông rau muống mà nhóm có thể trồng.$(x,y\in \mathbb{N})$. Xét tính đúng/sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một nhóm học sinh lớp 10 đang lập trình trò chơi đơn giản trên điện thoại với đề tài “Bảo vệ Trái Đất”. Trong trò chơi, nhóm sử dụng: Các vật thể động (như nhân vật, quái vật,xe cộ...), mỗi vật thể này cần 300 đơn vị bộ nhớ. Các vật thể tĩnh (như cây, nhà, nền đất...), mỗi vật thể tĩnh cần 100 đơn vị bộ nhớ. Để trò chơi chạy mượt được trên cả các thiết bị di động cũ, tổng bộ nhớ dùng cho các vật thể trong game không được vượt quá 4000 đơn vị.</p><p>Gọi $x$ là số vật thể động, $y$ là số vật thể tĩnh được sử dụng trong trò chơi.$(x,y\in \mathbb{N})$. Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>CLB Báo chí của một trường THPT đang cần in bản tin tháng 11 để phát cho học sinh toàn trường. Họ có thể in: </p><p>Bản màu : mỗi bản có chi phí hết 4.000 đồng.</p><p>Bản đen trắng: mỗi bản có chi phí hết 1.500 đồng.</p><p>Do chỉ có ngân sách là 300.000 đồng, CLB cần cân nhắc số lượng in hợp lý. Gọi $x$ là số bản in màu, $y$ là số bản in đen trắng mà CLB sẽ in.$(x,y\in \mathbb{N})$. Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Trong tuần lễ “Hướng về cộng đồng” do trường tổ chức, các học sinh lớp 10 được khuyến khích tham gia các hoạt động gây quỹ để ủng hộ các bạn học sinh có hoàn cảnh khó khăn. Một nhóm học sinh lớp 10A quyết định mở một gian hàng lưu niệm handmade trong khuôn viên sân trường. Sau khi họp bàn, nhóm thống nhất sẽ tự tay làm và bán hai loại sản phẩm đơn giản nhưng được nhiều bạn yêu thích:</p><p>Móc khóa thủ công làm từ dây nhựa, hạt cườm,... với chi phí thấp và dễ làm. Mỗi chiếc bán ra mang lại lợi nhuận 5.000 đồng.</p><p>Thiệp vẽ tay thiết kế theo chủ đề “Tri ân thầy cô” hoặc “Chúc Tết” được tô màu và trang trí thủ công. Mỗi chiếc bán ra mang lại lợi nhuận 8.000 đồng.</p><p>Để đạt mục tiêu đóng góp cho quỹ từ thiện của trường, nhóm đặt ra chỉ tiêu phải thu được tối thiểu 400.000 đồng từ hoạt động bán hàng lần này. Gọi $x$ là số móc khóa và $y$ là số thiệp vẽ tay nhóm dự định bán $(x,y\in \mathbb{N})$. Xét tính đúng/sai của các khẳng định sau:</p>",14.K10.1.3.1 - Vận dụng được kiến thức về bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Trong một tuần, anh Trung có thể thu xếp được tối đa 10 giờ để tập thể dục giảm cân bằng hai môn: chạy bộ và tập cử tạ tại phòng tập. Biết mỗi giờ chạy bộ sẽ tiêu hao 200 calo, mỗi giờ tập cử tạ sẽ tiêu hao 400 calo. Anh Trung muốn tiêu hao nhiều calo nhưng không được vượt quá 8000 calo một tuần. Gọi $x$ và $y$ lần lượt là số giờ chạy bộ và số giờ tập cử tạ $(x;y \ge 0)$. Hệ bất phương trình &nbsp;sau thể hiện mối quan hệ giữa $x$ và $y$ $\left\{ \begin{array}{l}200x + 400y \le b\\c.x + y \le 10\\x \ge 0\\y \ge 0\end{array}\right.$</p><p>Nối các chữ cái $b; c$ ở cột bên trái với giá trị phù hợp ở cột bên phải.</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Nối các chữ cái $a; b; c; d$ với giá trị thích hợp:</p><p>Một xưởng sản xuất có đơn đặt hàng một số sản phẩm gồm hai loại A và B, cần hoàn thành trong thời gian nửa tháng. Mỗi sản phẩm A cần 2 giờ để sản xuất và 1 công nhân, sản phẩm B cần 1 giờ để sản xuất và 2 công nhân. Trong nửa tháng, xưởng có tối đa 100 giờ sản xuất và 80 công nhân. Gọi $x$ và $y$ lần lượt là số sản phẩm loại A và số sản phẩm loại B mà xưởng sản xuất ($x;y\in {{\mathbb{N}}^{*}}$). Ta lập được hệ bất phương trình sau thể hiện mối quan hệ giữa $x$ và $y$ là $\left\{\begin{array}{l}ax + y \le 100\\b.x + 2y \le 80\\x \ge 0\\y \ge0\end{array} \right.$</p><p>Nối các chữ cái $a; b$ với giá trị thích hợp.</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một người muốn lập thực đơn gồm hai món: cá và rau. Mỗi khẩu phần cá cung cấp 20g protein, mỗi khẩu phần rau cung cấp 5g protein. Người đó cần ít nhất 80g protein mỗi ngày. Tuy nhiên, tổng số phần ăn không được vượt quá 10. Gọi $x$ và $y$ lần lượt là số khẩu phần cá và số phần rau mà người đó cần $\left( { x; y\in \mathbb{N}}\right)$. Ta lập được hệ bất phương trình sau thể hiện mối quan hệ giữa $x$ và $y$ là $\left\{\begin{array}{l}4x + y \le b\\c.x + y \le 10\\x \ge 0\\y \ge 0\end{array} \right.$ </p><p>Giá trị của biểu thức $M=-b+c$ là __-15__</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một công ty vận tải dùng xe tải nhỏ và xe tải lớn để vận chuyển hàng. Xe tải nhỏ chở được 3 tấn hàng, xe tải lớn chở được 7 tấn hàng. Công ty cần vận chuyển ít nhất 70 tấn hàng, và chỉ có tối đa 15 xe. Nếu công ty dùng 5 xe tải nhỏ thì cần tối thiểu bao nhiêu xe tải lớn để vận chuyển hàng với số lượng xe hiện có?</p><p>Đáp án: __8__</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một nông dân dự định trồng lúa và ngô. Trồng 1 ha lúa cần 3 công lao động, 1 ha ngô cần 2 công. Tổng số công lao động chỉ có 60. Diện tích đất canh tác tối đa là 25 ha. Gọi $x$ và $y$ lần lượt là số ha lúa và số ha ngô mà người nông dân trồng được $\left( { x; y\in\mathbb{N}} \right)$. Ta lập được hệ bất phương trình sau thể hiện mối quan hệ giữa $x$ và $y$ là $\left\{\begin{array}{l}ay + 3x \le 60\\x + y \le 25\\x \ge 0\\y ... 0\end{array}\right.$</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một trường tổ chức hoạt động ngoại khóa cho học sinh. Nhóm A cần 2 giáo viên giám sát cho mỗi 10 học sinh, nhóm B cần 1 giáo viên cho mỗi 10 học sinh. Số lượng giáo viên có thể tham gia là 50 người. Tổng số học sinh không vượt quá 300. Gọi $x$ và $y$ lần lượt là số nhóm 10 học sinh A và số nhóm 10 học sinh B mà cần giám sát $\left( { x; y\in \mathbb{N}} \right)$. Ta lập được hệ bất phương trình sau thể hiện mối quan hệ giữa $x$ và $y$ là $ \left\{\begin{array}{l}ax + y \le 50\\x + y \le b\\x \ge 0\\y \ge 0\end{array} \right.$ </p><p>Giá trị biểu thức $ S = -2a+ b $ là__26__</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một xưởng sản xuất bàn và ghế làm một chiếc bàn cần 3 giờ , một chiếc ghế cần 1 giờ. Xưởng nhận đơn đặt hàng tối thiểu 40 sản phẩm cả bàn và ghế. Tổng số giờ lao động của công nhân để hoàn thành đơn hàng tối đa là 90 giờ. Nếu xưởng đã sản xuất 22 cái bàn và không sản xuất thêm bàn nữa thì sản xuất thêm được tối thiểu __18__ và tối đa __24__ cái ghế để đảm bảo tổng số giờ lao động và đáp ứng đơn đặt hàng theo yêu cầu.</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một đội công nhân nhận làm 2 loại đoạn đường: đường hẻm và đường trục chính. Mỗi km đường hẻm cần 5 ngày công và 200 triệu đồng vật tư, mỗi km đường trục chính cần 8 ngày công và 300 triệu đồng vật tư. Đội có tối đa 80 ngày công và 2 tỉ 400 triệu đồng tiền vốn đầu tư. Gọi $x$ và $y$ lần lượt là số km đường hẻm và số km đường trục chính mà đội công nhân làm được $\left( { x;y\in \mathbb{N}} \right)$. Ta lập được hệ bất phương trình sau thể hiện mối quan hệ giữa $x$ và $y$ là $\left\{ \begin{array}{l}5x + 8y \le b\\2x + c.y \le 24\\x \ge 0\\y \ge 0\end{array} \right.$</p><p>Nối các chữ $b; c$ với giá trị phù hợp.</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một nhà máy sản xuất hai loại sản phẩm: loại I và loại II. Sản phẩm loại I cần 3 giờ lao động và 2 kg nguyên liệu, sản phẩm loại II cần 4 giờ lao động và 1 kg nguyên liệu. Tổng thời gian lao động của nhà máy tối đa một ngày là 120 giờ và tổng lượng nguyên liệu không vượt quá 50 kg/ngày. Gọi $x$ và $y$ lần lượt là số sản phẩm loại I và số sản phẩm loại II mà đội công nhân làm được trong một ngày $\left( { x; y\in \mathbb{N}} \right)$. Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
<p>Bác Dũng có kế hoạch đầu tư không quá 480 triệu đồng vào hai khoản <em>A </em>và khoản B. Để đạt được lợi nhuận thì khoản <em>B </em>phải đầu tư ít nhất 80 triệu đồng và số tiền đầu tư cho khoản <em>A </em>phải ít nhất gấp hai lần số tiền cho khoản <em>B </em>. Xét tính đúng/ sai của các khẳng định sau:</p>,14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Người ta dự định dùng 2 nguyên liệu là mía và củ cải đường để chiết xuất ít nhất 150 kg đường kính (độ tinh khiết cao) và 9 kg đường cát (có lẫn tạp chất màu) theo đơn đặt hàng. Từ mỗi tấn mía có thể chiết xuất được 30 kg đường kính và 0,45 kg đường cát. Từ mỗi tấn củ cải đường ta chiết xuất được 15 kg đường kính và 1,5 kg đường cát. Biết cơ sở cung cấp nguyên liệu chỉ cung cấp không quá 10 tấn mía và không quá 9 tấn củ cải đường. Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một công ty có 500 triệu đồng để chạy quảng cáo cho hai sản phẩm A và B. Mỗi poster quảng cáo cho sản phẩm A xuất hiện tại các địa điểm có giá 10 triệu đồng và tiếp cận được 150 khách hàng tiềm năng, mỗi video quảng cáo cho sản phẩm B để được phát trên các nền tảng mạng xã hội có giá 5 triệu đồng và tiếp cận được 450 khách hàng. Để chiến dịch hiệu quả, tổng số khách hàng tiếp cận được ít nhất là 25.000 người. Gọi $x$ và $y$ (đơn vị: cái) lần lượt là số poster quảng cáo cho sản phẩm A và số video quảng cáo cho sản phẩm B $\left( { x; y\in \mathbb{N}} \right)$. </p><p>Xét tính, đúng sai của các khẳng định sau:</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một nhà máy xử lý rác có thể đầu tư vào hai loại thiết bị giảm khí thải: loại A và loại B.</p><p>Mỗi thiết bị A giảm 16 kg CO₂/ngày, chi phí vận hành tốn 8 triệu đồng/ngày. Mỗi thiết bị B giảm 5 kg CO₂/ngày, chi phí vận hành tốn 2 triệu đồng/ngày.</p><p>Yêu cầu phải giảm ít nhất 160 kg CO₂ mỗi ngày, nhưng ngân sách vận hành tối đa là 80 triệu đồng/ngày. Gọi $x$ và $y$ (đơn vị: thiết bị) lần lượt là số thiết bị A và số thiết bị B được đầu tư để vận hành $\left( { x; y\in \mathbb{N}} \right)$ , ta lập được hệ bất phương trình thể hiện mỗi quan hệ giữa $x$ và $y$. Hỏi khi đó miền nghiệm của hệ bất phương trình là một đa giác có bao nhiêu cạnh? Biết nhà máy phải trang bị tối thiểu 22 &nbsp;thiết bị B.</p><p>Đáp án: __4__</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một trung tâm ngoại ngữ tổ chức 2 loại lớp học: lớp chuẩn và lớp nâng cao .Lớp hệ chuẩn dạy 1 buổi/tuần, thu 3 triệu đồng/học viên/tháng. Lớp nâng cao dạy 2 buổi/tuần, thu 5 triệu đồng/học viên/tháng. Các giáo viên chỉ có thể dạy tối đa 50 buổi mỗi tuần. Trung tâm cần thu ít nhất 40 triệu đồng mỗi tháng từ các lớp này. Biết mỗi loại lớp cần mở tối thiểu 3 lớp. Gọi $x$ và $y$ (đơn vị: lớp) lần lượt là số lớp hệ chuẩn và số lớp nâng cao $\left( { x; y\in \mathbb{N}} \right)$ .</p><p>Xét tính đúng, sai của các khẳng định sau</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
<p>Một trạm y tế có thể tiêm vắc-xin loại X (3 phút/người) và loại Y (5 phút/người). Biết trạm y tế này trong một ngày:</p><ul><li>Có tối đa 480 phút làm việc.</li><li>Cần tiêm cho ít nhất 100 người.</li></ul><p>Xét tính đúng/ sai của các khẳng định sau:</p>,14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một bãi đậu xe ban đêm có diện tích đậu xe là $600{m^2}$ (không tính lối đi cho xe ra vào). Cho biết xe du lịch cần diện tích $15{m^2}$ /chiếc, xe tải cần diện tích $20{m^2}$/ chiếc. Nhân viên quản lí không thể phục vụ quá 35 xe một đêm. Gọi $x$ và $y$ (đơn vị: xe) lần lượt là số xe du lịch và số xe tải đậu tại bãi $\left( { x; y\in\mathbb{N}} \right)$. Miền nghiệm của hệ bất phương trình bậc nhất hai ẩn thể hiện mối quan hệ giữa $x$ và $y$ là một đa giác có bao nhiêu cạnh?</p><p>Đáp án: __4__</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một công ty chuyển phát các gói hàng nặng (N) và nhẹ (L) trong ngày. Biết gói hàng nặng cần 5 phút xử lý, gói hàng nhẹ cần 4 phút. Mỗi gói nặng thu được 15 nghìn đồng và gói nhẹ thu được 8 nghìn đồng. Tổng thời gian làm việc tối đa là 300 phút một ngày và tổng tiền thu được của ngày đó phải được ít nhất 800 nghìn đồng. Giả sử công ty chuyển phát được $x$ gói hàng nặng và $y$ gói hàng nhẹ &nbsp;$\left( { x; y\in \mathbb{N}} \right)$. Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một nhà máy sử dụng nước cho 2 quy trình: Q1 và Q2. Biết Q1 cần dùng 6 m³/h, Q2 cần dùng 4 m³/h. Quy định rằng tổng lượng nước không vượt quá 240 m³ và phải vận hành hai quy trình ít nhất 40 giờ. Giả sử nhà máy vận hành quy trình Q1 trong $x$ giờ và quy trình Q2 trong $y$ giờ &nbsp;$\left( { x; y\in \mathbb{N}}\right)$. Xét tính đúng/ sai của các khẳng định sau:</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Một thương hiệu cà phê nổi tiếng với chuỗi các quán cà phê mở từ 9h00 sáng đến 23h00 mỗi ngày. Nhân viên phục vụ của quán làm việc theo hai ca, mỗi ca 8 tiếng, ca I từ 9h00 đến 17h00 và ca II từ 15h00 đến 23h00. Tiền lương của nhân viên được tính theo giờ như sau:</p><p>Ca làm việc từ 9h00 đến 17h00: 22000 đồng/ giờ (Ca I)</p><p>Ca làm việc từ 15h00 đến 23h00: 26000 đồng/ giờ (Ca II)</p><p>Mỗi quán cà phê hoạt động được thì cần tối thiểu 5 nhân viên trong khoảng từ 9h00 đến 17h00. Do lượng khách hàng trong khung giờ từ 15h00 đến 23h00 tăng cao nên quản lý cần tuyển số nhân viên ít nhất phải gấp đôi số nhân viên của ca trước. Biết rằng ngân sách chỉ đủ để chi trả cho tối đa 20 nhân viên. Để chi phí tiền lương cho nhân viên ít nhất, quản lý cần tuyển__5__nhân viên cho ca I và __10__ nhân viên cho ca II.</p>",14.K10.1.3.2 - Vận dụng được kiến thức về hệ bất phương trình bậc nhất hai ẩn vào giải quyết bài toán thực tiễn
"<p>Cho tam thức bậc hai $f(x)=ax^2+bx+c \, (a\neq0)$ có đồ thị như hình vẽ. Đặt $\Delta=b^2-4ac$. Hãy xác định dấu của $\Delta$ và hệ số $a$.</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/14/12/67905718d2d3ee5fe704bd12/6823e027d94611350f07fcaa.png"" width=""241""></p>",14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
"<p>Cho parabol $(P): y=ax^2+bx+c$, $(a\neq0)$ như hình vẽ sau:</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/15/12/67905718d2d3ee5fe704bd12/682551906ebe28ba7d0bafd4.png"" width=""216""></p><p>Trong các khẳng định sau, khẳng định nào đúng?</p>",14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
"<p>Cho đồ thị hàm số $y=f(x)=ax^2+bx+c$, $(a\neq0)$ như hình vẽ sau:</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/28/12/67905718d2d3ee5fe704bd12/6836b869b3740838eb0969cb.png""></p><p>Trong các khẳng định sau, khẳng định nào sai?</p>",14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
"<p>Cho đồ thị hàm số $y=ax^2+bx+c$, $(a\neq0)$ là một parabol hướng lên trên và cắt trục hoành tại hai điểm $x_1$ và $x_2$ phân biệt $(x_1</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/27/12/67905718d2d3ee5fe704bd12/6835676367e06f70e8015da7.png"" width=""178""></p><p>Phát biểu nào sau đây đúng?﻿</p>",14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
"<p>Cho đồ thị hàm số $y=f(x)=ax^2+bx+c$, $(a\neq0)$ như hình vẽ bên.</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/29/12/67905718d2d3ee5fe704bd12/6837a9b10c3756ed6c098506.png""></p><p>Phát biểu nào sau đây là đúng?</p>",14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
<p>Ghép mỗi dạng parabol ở cột $A$ với kết luận đúng về dấu của tam thức ở cột B.</p>,14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
<p>Ghép đồ thị tương ứng từ cột $A$ với giá trị nhận trên khoảng ở cột $B$.</p>,14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
"<p>Cho đồ thị hàm số $y=f(x)=ax^2+bx+c$, $(a\neq0)$ có đồ thị như hình vẽ sau:</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/27/12/67905718d2d3ee5fe704bd12/6835692e0fe31c136a060447.png"" width=""144"" style=""max-width: 144px;""></p><p>Xác định dấu của biểu thức $f(0)\cdot f(3)$ là:</p>",14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
"<p>Cho đồ thị hàm số $y=f(x)=ax^2+bx+c$, $(a\neq0)$ như hình vẽ sau:</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/27/12/67905718d2d3ee5fe704bd12/68356cd6daac26d1fa044ed2.png""></p><p>Các khẳng định nào sau đây là sai?</p>",14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
"<p>Xét đồ thị hàm số $y=f(x)=ax^2+bx+c$, $(a\neq0)$ như hình vẽ sau:</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/29/12/67905718d2d3ee5fe704bd12/6837a7a1ec136d77330a1166.png"" width=""227""></p><p>Xét tính đúng sai của các khẳng định sau:</p>",14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
"<p>Cho đồ thị hàm số $y=f(x)=ax^2+bx+c$, $(a\neq0)$ như hình vẽ sau:</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/27/12/67905718d2d3ee5fe704bd12/683575a37431a925b7020d1e.png"" width=""257""></p><p>Xét tính đúng sai của các khẳng định sau:</p>",14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
"<p>Với đồ thị hàm số bậc hai hướng lên trên và cắt trục hoành tại hai điểm, khi đó biểu thức nhận giá trị âm khi:</p>",14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
"<p>Dựa vào đồ thị dưới đây. Hãy cho biết hàm số trên nhận giá trị âm khi:</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/16/12/67905718d2d3ee5fe704bd12/68271dcae83e779ffb04bb95.png"" width=""218"" style=""max-width: 218px;""></p>",14.K10.2.1.1 - Giải thích được định lí về dấu của tam thức bậc hai từ việc quan sát đồ thị của hàm bậc hai.
