Content,KC
<p>Cho $f(x)=x^2-2mx+m^2+1$. Tìm tất cả các giá trị của $m$ để $f(x)&gt;0$ với mọi $x\in\mathbb{R}$.</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Cho $f(x)=x^2-2mx+1$. Tìm $m$ để $f(x)&lt;0$ có nghiệm thực.</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Điền vào chỗ trống thích hợp sau đây:</p><p>Cho $f(x)=x^2-2(m+1)x+m^2+1$. Có __20__ giá trị nguyên của $m$ thuộc $\left[-20;20\right]$ để $f(x)&gt;0$ với mọi $x\in\mathbb{R}$.</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Có __11__ giá trị nguyên của tham số $m$ thuộc đoạn $\left[-10;10\right]$ để $f(x)=mx^2-2mx+2m-1\le0$ với mọi $x\in\mathbb{R}$.</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Xét tam thức bậc hai $f(x)=3x^2-6x+2$. Áp dụng định lý về dấu của tam thức bậc hai để xác định các khẳng định sau đây đúng hay sai?</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Cho tam thức $f(x)=x^2-5x+6$. Chọn các mệnh đề đúng:</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Tìm tập hợp các giá trị của $m$ để hàm số $y=\sqrt{(m+10)x^2-2(m-2)x+1}$ có tập xác định $D=\mathbb{R}$.</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Xét tam thức bậc hai $f(x)=x^2-6x+8$. Xét tính đúng sai của các khẳng định sau:</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Cho tam thức bậc hai $f(x)=-x^2+6x-8$. Dấu của $f(x)$ trên các khoảng nào sau đây là đúng?</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Xét tam thức bậc hai $f(x)=x^2-2(m+1)x+m^2+1$ với $m$ là tham số. Nối cột A tương ứng với điều kiệm $m$ ở cột B.</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Cho tam thức bậc hai $f(x)=(m^2-4)x^2+2(m+2)x+1$. Để tam thức $f(x)\ge0$ với mọi $x\in\mathbb{R}$ khi $m\in$ [$(-\infty;-2)$|$(2;+\infty)$] .</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
"<p>Cho tam thức bậc hai $f(x)=x^2+2(m-1)x+m^2-4m+5$, biết rằng mới mọi $x\in\mathbb{R}$, $f(x)&gt;0$. Hỏi điều kiện nào dưới đây đúng?</p>",14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
"<p>Bảng xét dấu sau đây là của hàm số nào?</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/19/12/67905718d2d3ee5fe704bd12/682ae9dfaf0ca14f6306f564.png""></p>",14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Tam thức nào sau đây luôn âm với mọi $x\in\mathbb{R}$?</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Nối bảng biến thiên ở cột A tương ứng với hàm số ở cột B.</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Cho tam thức bậc hai $f(x)=7x^2-3x-10$. Hãy xác định dấu của $f(x)$ trên khoảng $\left(-1;3\right)$?</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
<p>Điền số vào chỗ trống </p><p>Cho hàm số $y=f(x)=4x^2-4x-15$. Có __4__ giá trị nguyên của $x$ để $f(x)&lt;0$.</p>,14.K10.2.1.2 - Xác định được dấu của tam thức bậc hai cụ thể nhờ áp dụng định lí
"<p class=""ql-align-justify"">Một công ty sản xuất một loại sản phẩm, lợi nhuận (đơn vị: triệu đồng) thu được khi sản xuất $x$ đơn vị sản phẩm được ước lượng theo công thức $L(x)=-2x^2+16x-24$. Hỏi công ty nên sản suất tối đa bao nhiêu sản phẩm để đảm bảo lợi nhuận không âm?</p><p><br></p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p class=""ql-align-justify"">Một ban tổ chức sự kiện định thuê bàn ghế với chi phí (nghìn đồng) cho mỗi số lượng bàn là $C(x)=x^2-20x+160$. Họ chỉ có ngân sách tối đa là 100 nghìn đồng. Hỏi họ có thể thuê tối đa bao nhiêu chiếc bàn ghế?</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Điền số thích hợp vào ô trống sau:</p><p>Một công ty du dịch dự định giám giá vé tour du lịch xuyên Việt để thu hút thêm khác du lịch. Biết rằng nếu giá vé là 2 triệu đồng thì có khoảng 150 khách tham gia. Nếu giá vé cứ giảm xuống 100 nghìn đồng thì lại có thêm 20 khách tham gia. Công ty nên giảm từ __2,5__ đến __10__ triệu đồng để doanh số thu được lớn hơn hoặc bằng 350 triệu đồng.</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Một đường hầm có dạng parabol, với đỉnh nằm trên trục tung. Chiều cao tối đa tại chính giữa hầm là 8 mét, và khoảng cách ngang giữa hai chân hầm là 6 mét.</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/28/12/67905718d2d3ee5fe704bd12/6837059bcad0ede9d50e0495.png"" width=""278""></p><p>Một xe tải có hình hộp chữ nhật, cao 4.8 mét, rộng 3 mét, đang chạy lệch 1 mét về bên phải so với chính giữa hầm (tức tâm xe cách tâm hầm 1 mét). Xét tính đúng sai của các khẳng định sau:</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Hàm số $E(x)=-0,5x^2+6x$ (đơn vị:tấn/ha/năm) biểu thị lượng đất bị xới mòn tương ứng với lượng mưa $x$ (đơn vị: trăm mm/năm).</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p class=""ql-align-justify"">Một học sinh dự định chi không quá $100$ nghìn đồng để mua quà sinh nhật cho bạn. Cô bạn chọn mua $1$ chiếc khung ảnh giá $40$ nghìn và một bó hoa với giá $x$ nghìn đồng. Phí gói quà được tính theo công thức: $P(x)=x^2-6x+20$. Hỏi giá bó hoa cao nhất là bao nhiêu để không vượt quá ngân sách?</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Cô Lan có $60$m dây thép để làm hàng rào cho một mảnh đất hình chữ nhật sát một bức tường dài. Do đã có tường sẵn ở một cạnh dài, nên cô Lan chỉ cần rào $3$ cạnh còn lại như hình vẽ.</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/27/12/67905718d2d3ee5fe704bd12/68349eb233a1ecc6820a6f1c.png""></p><p>Hỏi có bao nhiêu giá trị nguyên của $x$ sao cho diện tích mảnh đất không nhỏ hơn $120$m?</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Một viên gạch hình vuông có cạnh thay đổi được, được đặt nghiêng bên trong một hình vuông có cạnh $25 $cm, sao cho các đỉnh của viên gạch nằm trên các cạnh của hình vuông lớn. Khi đó, phần diện tích còn lại tạo thành bốn tam giác vuông như hình dưới.</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/27/12/67905718d2d3ee5fe704bd12/6834a4405d0863e3220de8ab.png"" width=""270""></p><p>Để đảm bảo thẩm mỹ, diện tích của viên gạch không được vượt quá $325$ cm².</p><p>Kéo các giá trị phù hợp của $x$ (độ dài cạnh viên gạch nghiêng) vào ô Thỏa mãn, còn lại vào ô Không thỏa mãn.</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Mực nước sông (tính theo mét) tại thời điểm $t$ (giờ) trong ngày cho bởi hàm: $h(t)=-0,5t^2+6t+10$.</p><p>Hỏi trong khoảng thời gian nào mực nước vượt quá 40 mét?</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Khi tập thể dục cường độ trung bình, nhịp tim $H(t)$ (đo bằng nhịp/phút) của một người được ước lượng bởi: $H(t)=-2t^2+28t+70$ với $t$ là thời gian vận động (phút) và hàm số chỉ có ý nghĩa trong khoảng $0\le t\le20$ phút.</p><p>Theo khuyến cáo y té, vùng nhịp tim an toàn và hiệu quả khi tập luyện nằm trong khoảng $120$ đến $160$ nhịp/phút.</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Một nhà khoa học muốn thiết kế một gương cầu lõm thu nhận ánh sáng mặt trăng. Gương có tiết diện là một parabol quay xuống, được mô tả bởi hàm số: $h(x)=-0,2x^2+2x$ (đơn vị: cm) với $h(x)$ là độ sâu tại vị trí cách tâm ngang một đoạn $x$.</p><p>Để hội tụ tốt, ánh sáng chỉ được phép phản xạ trong vùng có độ sâu lớn hơn 4cm. Tìm bề rộng đoạn gương bằng [4,47|4,48|4,46] thì thỏa mãn điều kiện đề bài (làm tròn đến hàng phần trăm)</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Một ngân hàng mô phỏng lợi nhuận từ một gói đầu tư theo thời gian $x$ tháng bằng hàm: $P(x)=-0,2x^2+3x+5$.</p><p>Ghép từng câu hỏi sau với đáp án đúng</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),"14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Năng suất $y$ (tạ/ha) của một loại rau theo lượng phân bón $x$ (kg/ha) là $y=-0,5x^2+6x+20$. Năng suất mong muốn là trên $30$ tạ/ha.Hãy chọn các khẳng định đúng sau:</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Một người nông dân có một mảnh đất hình chữ nhật với chiều dài $10$m và chiều rộng $8$m. Ông ấy cần xây một hồ chứa nước ở một góc của mảnh đất, với chiều dài và chiều rộng bằng nhau như hình dưới đây.</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/28/12/67905718d2d3ee5fe704bd12/6836f57e11c390d930052f39.png"" width=""339""></p><p>Có __2__ giá trị nguyên của $x$ sao cho diện tích phần đất còn lại nhỏ hơn diện tích hồ chứa.</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Trong một thử nghiệm mô phỏng điều kiện ánh sáng đỏ sâu, nồng độ hợp chất sinh học $X$ (tính bằng mol/l) sau $t$ phút chiếu sáng được mô tả bởi hàm số:$C(t)=-t^2+12t+8$ (mol/l). Khi nồng độ vượt quá $35$ mol/l, hợp chất có thể gây phản ứng phụ và làm sai lệch kết quả thí nghiệm.</p><p>Sau khi quan sát đồ thị và tính toán, một sinh viên nhận xét: “Nồng độ chất $X$ vượt qua mức giới hạn phản ứng phụ, và tại một thời điểm duy nhất, nó đạt giá trị lớn nhất là $44$ mol/l.”</p><p>Chọn các phát biểu đúng trong các phát biểu sau:</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Một công ty bắt đầu bán một mẫu máy tính xách tay mới từ năm 2020. Trong hai năm đầu tiên, số máy bán được lần lượt là 4 nghìn chiếc vào năm 2020 và 5 nghìn chiếc vào năm 2021. Theo dự đoán thị trường, số lượng máy bán ra trong mỗi năm tiếp theo sẽ biến động theo một hàm số bậc hai.</p><p>Giả sử $t$ là số năm tính từ năm 2020 (tức năm 2020 tương ứng với $t=0$), và số lượng máy bán được mỗi năm được mô hình hóa bằng một hàm bậc hai có đỉnh tại điểm $(0;4)$. Biết rằng năm 2021 (tương ứng $t=1$) số máy bán được là 5 nghìn chiếc.</p><p>Trong năm [2027|2028|7] doanh số bán máy tính sẽ lần đầu tiên vượt quá $50$ nghìn chiếc.</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),"14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Cho hình vuông $ABCD$ có cạnh bằng $6$. Trên cạnh $AB$, $BC$, lấy lần lượt điểm $M$, $P$ sao cho $AM=BP=x$, với $0&lt;x&lt;6$. Dựng các tam giác đều $AMN$ và $BPQ$ nằm hoàn toàn trong hình vuông với đỉnh $N,Q$ nằm trong hình vuông được minh họa qua hình vẽ sau:</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/29/12/67905718d2d3ee5fe704bd12/6837db7065b187e1dd086cc6.png"" width=""231""></p><p>Gọi $S(x)$ là tổng diện tích của hai tam giác đều. Với những giá trị nào của $x$ để $S(x)$ bé hơn một phần ba diện tích hình vuông?</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Độ cao so với mặt đất của một quả bóng được ném theo phương thẳng đứng được mô tả bởi hàm số $h(t)=-5t^2+25t+2$ trong đó: $h(t)$ là độ cao (mét), $t$ là thời gian (giây), với $t\ge0$. Xét tính đúng sai của các khẳng định sau:</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Một hợp tác xã nông nghiệp sở hữu một mảnh đất hình tam giác vuông cân $\triangle ABC$ vuông tại $B$, với hai cạnh góc vuông $AB=BC=80$ mét. Họ dự định dựng một khu vườn trồng rau sạch hình chữ nhật $MNPQ$ nằm hoàn toàn bên trong tam giác, như hình vẽ:</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/29/12/67905718d2d3ee5fe704bd12/6837eb81eb6b7e1aee0799bd.png"" width=""251""></p><p>Gọi $BN=x$ (mét). Khu trồng rau cần diện tích không nhỏ hơn 1200 mét vuông để đảm bảo năng suất cung ứng.</p><p>Độ dài đoạn thẳng $BN$ đạt tối thiểu __20__mét và đạt tối đa __60__mét.</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Trong một cuộc diễn tập, viên đạn được bắn ra từ điểm $O(0;0)$, và chuyển động theo quỹ đạo parabol được mô tả bởi phương trình: $y=-\dfrac{1}{1000}x^2+x$ trong đó $x$ là khoảng cách theo phương ngang tính bằng mét, $y$ là độ cao của viên đạn tại thời điểm đó tính bằng mét.</p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/29/12/67905718d2d3ee5fe704bd12/6837f8c8e30dd81be20245d6.png""></p><p>Một mục tiêu là bức tường cao $100$m đượt đặt tại một vị trí chưa biết. Giá trị lớn nhất của $x$, viên đạt sẽ có độ cao ít nhất $100$ mét?</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p>Một xưởng sản xuất bình giữ nhiệt nhập nguyên vật liệu cho mỗi bình với giá 35 nghìn đồng. Theo khảo sát, nếu bán mỗi bình với giá $x$ nghìn đồng thì mỗi tháng sẽ bán được khoảng $150−2x$ bình. Hỏi xưởng nên đặt mức giá bán mỗi bình trong khoảng nào để lợi nhuận mỗi tháng vượt quá 600.000 đồng?</p><p>Hãy ghép mỗi nhận định ở cột A với kết luận tương ứng hợp lý nhất ở cột B:</p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p><span style=""color: rgb(13, 13, 13);"">Một cửa hàng giày bán một mẫu giày với giá $x$</span><em style=""color: rgb(13, 13, 13);""> </em><span style=""color: rgb(13, 13, 13);"">đôla một đôi, lãi suất hàng tháng của cửa hàng khi bán mẫu giày đó được xác định qua tam thức bậc hai được mô tả qua hình vẽ dưới đây:</span></p><p><img src=""https://static-cloud.lotuslms.com/static/aeglobal/2025/05/29/12/67905718d2d3ee5fe704bd12/6838146521a9e0e2ba0abc1c.png"" width=""235""></p><p><span style=""color: rgb(13, 13, 13);"">Với các giá trị sau đây, hãy xem giá bán nào mang lợi nhuận, giá bán nào không có lãi.</span></p>","14.K10.2.3.1 - Vận dụng được bất phương trình bậc hai một ẩn vào giải quyết bài toán thực tiễn (ví dụ: xác định chiều cao tối đa để xe có thể qua hầm có hình dạng Parabola,...)."
"<p><span style=""color: rgb(26, 28, 30);"">Một nhà hàng có thực đơn: Món chính (Cá, Gà, Bò), Món phụ (Salad, Khoai tây chiên), Tráng miệng (Kem, Bánh ngọt). Bạn An muốn chọn một combo gồm 1 món chính, 1 món phụ, 1 món tráng miệng. Tuy nhiên, nếu An chọn Cá làm món chính thì An sẽ không ăn Khoai tây chiên. Nếu An chọn Gà làm món chính thì An nhất định phải ăn Kem. Hỏi An có bao nhiêu cách chọn combo?</span></p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p>Một quán ăn có thực đơn gồm 3 món chính (cơm gà, phở bò, bún chả) và 2 món tráng miệng (kem, chè). Hỏi có bao nhiêu cách chọn một bữa ăn gồm một món chính và một món tráng miệng?</p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><span style=""color: rgb(26, 28, 30);"">Từ các phụ âm {b, c, đ} và các nguyên âm {a, e, i}. Có thể tạo được bao nhiêu ""từ"" có dạng Phụ âm - Nguyên âm?</span></p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><strong>Điền số nguyên thích hợp vào chỗ trống.</strong></p><p><span style=""color: rgb(26, 28, 30);"">&nbsp;Để đi từ thành phố A đến thành phố D, phải đi qua thành phố B và C. Có 2 con đường từ A đến B, 3 con đường từ B đến C, và 2 con đường từ C đến D. Tổng số cách đi từ A đến D là </span>__12__(cách).</p><p><br></p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><span style=""color: rgb(26, 28, 30);"">Bạn Nam muốn đi từ nhà đến hiệu sách. Có 2 lựa chọn xe buýt (Tuyến 01, Tuyến 02) để đi từ nhà đến một trạm trung chuyển. Từ trạm trung chuyển đó, có 4 lựa chọn xe ôm công nghệ khác nhau (GrabBike, GoRide, BeBike, MeBike) để đến hiệu sách. Hỏi Nam có bao nhiêu cách đi từ nhà đến hiệu sách bằng cách kết hợp một tuyến xe buýt và một xe ôm công nghệ?</span></p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><strong>Điền số nguyên thích hợp vào chỗ trống.</strong></p><p><span style=""color: rgb(26, 28, 30);"">Tiệm kem ""Mát Lạnh"" có 3 vị kem chính (Vani, Sô-cô-la, Dâu) và 2 loại topping rắc lên trên (Cốm nhiều màu, Hạt sô-cô-la). Số cách chọn một ly kem gồm một vị kem chính và một loại topping là </span> __6__</p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><span style=""color: rgb(26, 28, 30);"">Một trung tâm ngoại khóa cho phép học sinh chọn một môn năng khiếu và một môn thể thao. Có 2 môn năng khiếu (Vẽ, Đàn) và 3 môn thể thao (Bóng rổ, Bơi lội, Cầu lông). Biết rằng phải chọn một môn năng khiếu và một môn thể thao. Số cách mà một học sinh có thể chọn là [6|5|9]</span></p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><span style=""color: rgb(26, 28, 30);"">Cô giáo muốn tặng mỗi học sinh một cây bút và một quyển truyện. Cửa hàng có 3 loại bút khác nhau (Bút bi xanh, Bút bi đen, Bút chì) và 3 loại truyện tranh khác nhau (Doraemon, Conan, Trạng Quỳnh). Số cách chọn một bộ quà tặng gồm một cây bút và một quyển truyện cho một học sinh của cô giáo là [9|6|15]</span> </p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><strong>Điền số nguyên thích hợp vào chỗ trống.</strong></p><p><span style=""color: rgb(26, 28, 30);"">Để tạo một nickname, bạn An muốn chọn một tính từ từ danh sách {VuiVẻ, ThôngMinh, NhanhNhẹn} và một con vật từ danh sách { Thỏ, Gấu, Sóc}. Số cách để An tạo nickname gồm một tính từ và một con vật là </span>__9__.</p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><strong>Điền số nguyên thích hợp vào chỗ trống.</strong></p><p>Một nhà hàng có thực đơn gồm:</p><ul><li>Súp: 3 loại (Súp gà S1, Súp cua S2, Súp nấm S3)</li><li>Món chính: 3 loại (Cơm bò C1, Mì Ý C2, Bít tết C3,)</li><li>Tráng miệng: 2 loại (Kem D1, Bánh ngọt D2)</li></ul><p>Khách hàng chọn một bữa ăn gồm 1 súp, 1 món chính, 1 tráng miệng. Tuy nhiên,&nbsp;nếu chọn Súp gà (S1) thì không được chọn Cơm bò (C1)&nbsp;vì không hợp khẩu vị. Số cách chọn là __16__</p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><strong>Điền số thích hợp vào chỗ trống.</strong></p><p><span style=""color: rgb(26, 28, 30);"">Minh muốn đi từ nhà (điểm A) đến trường (điểm D). Từ A đến B có 2 con đường (A1,A2), từ B đến C có 3 con đường (B1, B2, B3), và từ C đến D có 2 con đường (C1, C2). Tuy nhiên, nếu Minh đi con đường thứ nhất ( A1) từ A đến B, thì bạn ấy sẽ không đi con đường thứ nhất ( B1) từ B đến C (do biết con đường B1 luôn tắc đường nếu đi từ A1). Số cách để Minh đi từ nhà đến trường là </span>__10__ cách.</p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><span style=""color: rgb(26, 28, 30);"">Một đội bóng thi đấu lần lượt 3 trận. Sau mỗi trận, kết quả có thể là Thắng (T), Hòa (H) hoặc Thua (L). Đội sẽ dừng thi đấu và bị loại nếu thua 2 trận liên tiếp. Hỏi có bao nhiêu chuỗi kết quả có thể xảy ra cho đội bóng này trong cả giải đấu (tính cả trường hợp thi đấu đủ 3 trận hoặc bị loại sớm)?</span></p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
