Content,KC
"<p class=""ql-align-justify"">Một người đi xe máy trong $6$ giờ. Hai giờ đầu người đó đi với vận tốc $35{\rm{km/h}}$. Bốn giờ sau người đó đi với vận tốc $30{\rm{km/h}}$. Tính quãng đường người đó đi được trong $5$ giờ đầu.</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Khoảng cách từ Mặt Trời đến Trái Đất khoảng ${150.10^6}{\rm{km}}$. Vận tốc ánh sáng là khoảng $300000{\rm{km/s}}$. Hỏi ánh sáng đi từ Mặt Trời đến Trái Đất trong khoảng bao lâu?</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Highlands Coffee là chuỗi cửa hàng kinh doanh cà phê và các loại đồ ăn nhanh của Việt Nam được sáng lập từ năm 1999. Bảng giá một số mặt hàng của Highlands Coffee được cho ở hình trên. Nhân dịp Ngày Phụ nữ Việt Nam 20/10, cửa hàng có ưu đãi khi mua mỗi combo gồm 1 cốc trà bất kỳ và một hộp bánh sukem có giá 79000 đồng (có thể mua nhiều combo trong một đơn hàng). Cuối tuần này, bố Mai đã đặt mua trà Highlands Coffee cho cả gia đình. Đơn hàng gồm 1 cốc trà sen vàng, 2 cốc Freeze Trà xanh và 2 hộp bánh su kem. </p><p class=""ql-align-justify""><em>Xét tính đúng sai cho các khẳng định sau</em>:</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p>Một cửa hàng cắt tóc có chính sách ưu đãi cho khách hàng có thẻ hội viên như bảng trên.</p><p>Anh Nam đã sử dụng thẻ hội viên của mình để cắt tóc tại cửa hàng trong 1 năm. Mỗi tháng anh Nam cắt tóc một lần. </p><p class=""ql-align-justify""><em>Xét tính đúng sai cho các khẳng định sau</em>:</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Tại hệ thống rạp chiếu phim Lotte Cinema giá một vé xem phim vào ngày trong tuần là $60000$ đồng, ngày cuối tuần là $80000$ đồng, riêng thứ Ba hàng tuần sẽ diễn ra chương trình Lovely Tuesday, đồng giá vé xem phim là $45000$ đồng. Một phòng chiếu phim ở rạp Lotte Hà Đông có 10 hàng ghế, mỗi hàng có 17 ghế. </p><p class=""ql-align-justify""><em>Xét tính đúng sai cho các khẳng định sau</em>:</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p>Bảng năng lượng tính theo đơn vị ki-lô-ca-lo (kcal) trong 100g thức ăn mà mỗi món ăn cung cấp cho cơ thể được cho bởi bảng trên. (Theo: Giá trị dinh dưỡng 500 món ăn thông dụng – Viện Dinh dưỡng quốc gia năm 2016)</p><p class=""ql-align-justify""><em>Xét tính đúng sai cho các khẳng định sau</em>:</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p class=""ql-align-justify"">Hình trên vẽ các tuyến đường xe bus và giá vé giữa các điểm bus. An muốn đi từ điểm bus A tới điểm bus B cần trả ít nhất __41500 __ đồng tiền vé xe.</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),"01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Cửa hàng xe đạp Kim Ngọc công bố giá bán của ba loại xe đạp ở bảng bên trên.</p><p class=""ql-align-justify"">Cô Mai đã mua hai chiếc xe cho hai con đi học của thương hiệu Vinabike và Thống Nhất.</p><p class=""ql-align-justify"">Bác Trung cũng mua hai chiếc xe với số tiền thương hiệu Thống Nhất và Asama Breeze.</p><p class=""ql-align-justify"">Kéo số tiền phải trả tương ứng với mỗi khách hàng</p><p class=""ql-align-justify""><br></p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Bảng trên liệt kê các loại đồ dùng học tập mà bạn Khôi đã mua<em>.</em></p><p class=""ql-align-justify""><em>Nối mỗi loại đồ dùng với số tiền mua tương ứng.﻿</em></p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Một công ty chuẩn bị mở phòng giao dịch và mua một số nội thất, đồ dùng phục vụ cho công việc. Hóa đơn mua hàng được thể hiện ở bảng trên.</p><p class=""ql-align-justify""><em>Nối mỗi mặt hàng với số tiền mua tương ứng.</em></p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p>Một nhân viên ngân hàng thực hiện giao dịch chuyển tiền từ ngân hàng đến một công ty. Nhưng do sơ suất lúc nhập số tiền vào hệ thống, nhân viên này đã ấn thừa một chữ số 0 ở cuối, dẫn tới ngân hàng bị thất thoát 1 tỉ 800 triệu đồng. Số tiền thực tế mà ngân hàng này cần chuyển cho công ti là __ 200000000__ đồng. </p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p class=""ql-align-justify"">Năm 2023 gạo ST25, thương hiệu Gạo ông Cua của Việt Nam, đạt giải nhất tại Hội thi gạo ngon nhất thế giới lần thứ 15 tổ chức ở Philippines. ST25 được phát triển bởi đội ngũ do ông Hồ Quang Cua - nguyên Phó giám đốc Sở Nông nghiệp và phát triển Nông thôn tỉnh Sóc Trăng - dẫn đầu.</p><p class=""ql-align-justify"">(Nguồn: https://vnexpress.net/gao-viet-dat-giai-ngon-nhat-the-gioi-nam-2023-4683122.html)</p><p>Tại thị trường Việt Nam, giá gạo ST25 thương hiệu Gạo ông Cua được bán với giá $225000$ đồng cho mỗi túi $5{\rm{kg}}$. Mẹ Hoàng đi chợ và mua $10{\rm{kg}}$ loại gạo trên. Mẹ Hoàng phải đưa cho cửa hàng gạo__9__ tờ tiền mệnh giá $50000$ đồng để trả tiền gạo.</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p class=""ql-align-justify"">Giá bán lẻ điện sinh hoạt hàng tháng được Tập đoàn Điện lực Việt Nam (EVN) quy định ở bảng trên.</p><p>Biết mỗi kWh còn được gọi là 1 số điện. Trong tháng 8, gia đình thầy Hà dùng hết 350 số điện. Vậy số tiền mà thầy Hà phải trả là__767300__đồng.</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify""><em>Chọn số phù hợp với vị trí.</em></p><p class=""ql-align-justify"">Một khu vườn hình chữ nhật có hai lần chiều dài bằng [$3$|$2$] lần chiều rộng. Ông Đông muốn xây hàng rào xung quanh khu vườn với giá xây hàng rào là $200000$đồng mỗi mét. Biểu thức biểu thị số tiền ông Đông phải trả để xây xong tường rào cho khu vườn là $\left( {30 + 30:3}\right).2.200000$ (đồng)</p><p class=""ql-align-justify""><br></p><p><br></p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify""><em>Chọn số phù hợp với vị trí.</em></p><p class=""ql-align-justify"">An mua bốn túi giấy nhớ giá [$3500$|$18000$] đồng một túi, mua ba quyển sổ giá [$18000$|$3500$]&nbsp;đồng một quyển, mua một túi tote lớn và một hộp bút. Biết số tiền mua hai túi tote lớn bằng số tiền mua năm quyển sổ, tổng số tiền phải trả là $145000$ đồng.</p><p class=""ql-align-justify"">Biểu thức biểu thị giá một hộp bút là: $145000 - \left( {3500.4 + 18000.3 + 18000.5:2} \right)$ (đồng)</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
